9:15 AM 	1 	4457 	3711 	4060 	2550 	1318 	4125 	0 	23
9:24 AM 	2 	2542 	3024 	847 	1700 	2411 	4488 	66 	17
9:32 AM 	3 	2374 	3192 	3787 	4127 	2002 	1432 	10 	35
9:38 AM 	4 	1510 	4106 	3674 	2915 	3574 	1823 	0 	0
9:45 AM 	5 	4662 	3145 	4132 	4057 	2557 	2046 	12 	38
9:52 AM 	6 	957 	1359 	4110 	2147 	997 	360 	32 	66
9:59 AM 	7 	2733 	955 	2130 	3131 	488 	1425 	65 	36
10:06 AM 	8 	2192 	2635 	1540 	2093 	2521 	3812 	27 	42
10:12 AM 	9 	3673 	956 	4051 	4043 	753 	2811 	39 	37
10:18 AM 	10 	2471 	1571 	3636 	2517 	2990 	2374 	40 	56
10:24 AM 	11 	1510 	847 	4125 	4057 	957 	2002 	39 	32
10:32 AM 	12 	1823 	3145 	2542 	4110 	4457 	955 	12 	58
10:43 AM 	13 	4060 	2046 	2915 	3787 	3812 	3131 	6 	64
10:49 AM 	14 	2147 	1425 	3024 	4662 	2635 	2550 	9 	27
11:00 AM 	15 	1432 	997 	2192 	4051 	3636 	3674 	53 	2
11:06 AM 	16 	2521 	2811 	2517 	4132 	3711 	3192 	21 	32
11:12 AM 	17 	3673 	2093 	360 	2130 	956 	2990 	60 	110
11:20 AM 	18 	4106 	1571 	1359 	753 	2411 	488 	35 	11
11:24 AM 	19 	2733 	4488 	4043 	3574 	1540 	1318 	47 	45
11:31 AM 	20 	2471 	1700 	2915 	4127 	2557 	957 	34 	47
11:37 AM 	21 	4125 	2635 	955 	2046 	847 	4051 	81 	61
11:45 AM 	22 	2542 	4057 	3674 	3673 	1425 	3711 	44 	24
11:50 AM 	23 	1432 	2130 	2093 	2521 	4060 	4106 	54 	16
1:05 PM 	24 	4488 	3574 	2374 	3145 	3192 	4457 	42 	33
1:12 PM 	25 	4127 	488 	4043 	2557 	753 	4110 	75 	65
1:26 PM 	26 	1359 	3787 	2733 	2471 	2517 	1823 	60 	53
1:35 PM 	27 	1571 	2990 	4662 	956 	4132 	3812 	27 	62
1:43 PM 	28 	2811 	3024 	3636 	2147 	1510 	1540 	29 	26
1:50 PM 	29 	3131 	1700 	360 	2411 	2192 	1318 	52 	36
1:57 PM 	30 	2002 	2550 	488 	997 	4488 	3673 	37 	65
2:01 PM 	31 	3192 	4125 	753 	955 	2915 	2093 	35 	82
2:08 PM 	32 	2471 	957 	3812 	4051 	3145 	2130 	109 	103
2:14 PM 	33 	4457 	1540 	2046 	3674 	1571 	3711 	24 	25
2:22 PM 	34 	1318 	1700 	847 	2517 	2147 	4043 	52 	30
2:28 PM 	35 	4110 	4060 	2411 	4132 	2811 	3574 	12 	29
2:35 PM 	36 	2550 	1510 	2521 	360 	4662 	3787 	48 	68
2:40 PM 	37 	1432 	2990 	3131 	997 	1823 	3024 	49 	32
2:45 PM 	38 	2192 	4106 	4057 	2635 	4127 	2733 	28 	62
2:51 PM 	39 	2002 	3636 	1425 	1359 	956 	2557 	31 	72
2:58 PM 	40 	2374 	1540 	753 	2542 	957 	2130 	63 	26
3:04 PM 	41 	2093 	3787 	847 	3674 	3145 	2811 	42 	28
3:10 PM 	42 	488 	2517 	4488 	1823 	4125 	2990 	50 	41
3:16 PM 	43 	4106 	2635 	2046 	4110 	1700 	3673 	15 	1
3:22 PM 	44 	2557 	2002 	1318 	1571 	3574 	2192 	85 	28
3:29 PM 	45 	4043 	3192 	3812 	3636 	2550 	2411 	83 	10
3:36 PM 	46 	956 	2733 	2915 	2521 	2542 	997 	50 	50
3:42 PM 	47 	3711 	2471 	955 	360 	3024 	1432 	128 	41
3:50 PM 	48 	4127 	4051 	4457 	1510 	4132 	1359 	15 	0
3:57 PM 	49 	2147 	4662 	4057 	2374 	3131 	4060 	29 	23
4:02 PM 	50 	1425 	4125 	3787 	4106 	4043 	2990 	26 	50
4:10 PM 	51 	4110 	2915 	2550 	2130 	3636 	847 	16 	45
4:15 PM 	52 	1571 	3192 	2557 	2542 	360 	2635 	46 	52
4:23 PM 	53 	957 	3673 	3574 	3024 	955 	2521 	10 	44
4:28 PM 	54 	4488 	2093 	3674 	1359 	3131 	4662 	41 	36
4:34 PM 	55 	2411 	1540 	2471 	1425 	956 	4457 	86 	55
4:50 PM 	56 	1823 	2811 	3812 	4127 	4057 	1318 	66 	123
4:57 PM 	57 	4060 	1510 	2517 	3145 	997 	2046 	10 	55
5:03 PM 	58 	753 	2733 	2002 	1432 	1700 	4132 	30 	19
5:09 PM 	59 	4051 	2192 	3711 	2374 	2147 	488 	58 	75
5:18 PM 	60 	4125 	4488 	957 	4110 	1571 	1425 	43 	38
5:25 PM 	61 	4106 	2811 	1540 	3131 	2557 	2471 	13 	56
5:32 PM 	62 	2521 	3145 	4127 	3024 	2990 	1318 	109 	42
9:00 AM 	63 	2517 	847 	1432 	3673 	3812 	4457 	52 	63
9:26 AM 	64 	956 	3674 	955 	2550 	4060 	1700 	86 	25
9:38 AM 	65 	2374 	2130 	2411 	2046 	1510 	2733 	94 	34
9:44 AM 	66 	3636 	753 	1359 	3711 	3787 	2635 	48 	52
9:51 AM 	67 	360 	4057 	3574 	488 	4051 	2915 	55 	28
9:57 AM 	68 	2002 	2542 	4132 	1823 	2147 	2093 	28 	22
10:03 AM 	69 	4662 	997 	3192 	2192 	4043 	2471 	53 	73
10:08 AM 	70 	3673 	4127 	4125 	2733 	3145 	1540 	54 	112
10:15 AM 	71 	1318 	956 	957 	1432 	1359 	2046 	54 	45
10:20 AM 	72 	3636 	1700 	2521 	4057 	488 	4457 	36 	29
10:27 AM 	73 	3131 	2517 	3574 	2542 	2550 	753 	26 	47
10:32 AM 	74 	955 	2147 	2557 	2990 	4488 	3787 	66 	39
10:37 AM 	75 	997 	4132 	3674 	2374 	3812 	4106 	35 	114
10:45 AM 	76 	2411 	4662 	3711 	4051 	2002 	1823 	43 	13
10:49 AM 	77 	2192 	360 	1425 	4060 	847 	2811 	65 	58
10:54 AM 	78 	1510 	4043 	2915 	2635 	2093 	1571 	6 	44
11:00 AM 	79 	4110 	2130 	4057 	3192 	3024 	956 	60 	37
11:05 AM 	80 	2046 	2147 	4488 	2471 	2521 	753 	63 	16
11:13 AM 	81 	2002 	3145 	955 	4106 	2733 	3636 	91 	59
11:19 AM 	82 	488 	4125 	1432 	4662 	2811 	2542 	62 	36
11:25 AM 	83 	2635 	2557 	2411 	957 	3674 	2517 	14 	22
11:31 AM 	84 	1359 	4060 	2990 	1540 	3192 	847 	55 	68
11:37 AM 	85 	4132 	3024 	4457 	2915 	2192 	3787 	14 	38
11:42 AM 	86 	1318 	4110 	3131 	3673 	2374 	1510 	49 	23
11:48 AM 	87 	997 	1425 	3574 	2093 	3711 	4127 	98 	52
11:54 AM 	88 	2130 	2550 	1823 	1571 	1700 	4051 	95 	56
12:00 PM 	89 	3812 	360 	2046 	4043 	4125 	2542 	92 	53
